qid	query	matched_qid	matched_query	rank
1037496	who is rep scalise?	1033515	who is heinrich	26
1037496	who is rep scalise?	1055277	who was prosecuted nuremberg trials	27
1037496	who is rep scalise?	1053774	who was dowling	28
1037496	who is rep scalise?	1037484	who is remus	29
1037496	who is rep scalise?	1059599	who's the current nominee for chief justice?	30
1037496	who is rep scalise?	977210	where is arnold schwarzenegger from	31
1037496	who is rep scalise?	873187	what legislation is steve scalise working on	32
1037496	who is rep scalise?	1042805	who is werner schroeder?	33
1037496	who is rep scalise?	1035494	who is lukas rieger	34
1037496	who is rep scalise?	337493	how old was judge scalia when he died	35
1037496	who is rep scalise?	1027270	who does hans his seat up to	36
1037496	who is rep scalise?	1024103	who are the current eight justices of the supreme court	37
1037496	who is rep scalise?	334814	how old is dermot mulroney	38
1037496	who is rep scalise?	1042017	who is the us ambassador germany	39
1037496	who is rep scalise?	1030190	who is arrogate's jockey	40
1037496	who is rep scalise?	1057012	who was tiradentes	41
1037496	who is rep scalise?	880735	what nationality is last name hess	42
1037496	who is rep scalise?	940675	when did schwarzenegger become governor	43
1037496	who is rep scalise?	1033429	who is hans selye	44
1037496	who is rep scalise?	1057673	who were woodward and bernstein?	45
1037496	who is rep scalise?	1039893	who is the current us chairman of senate foreign relations committee?	46
1037496	who is rep scalise?	1038199	who is schumer charles	47
1037496	who is rep scalise?	887707	what political side is insider on	48
1037496	who is rep scalise?	1030476	who is ben schumer	49
1037496	who is rep scalise?	890265	what rank is heinrich amsel?	50
1037496	who is rep scalise?	1036126	who is mike hess	51
1037496	who is rep scalise?	991956	where is rudolf hess buried	52
1037496	who is rep scalise?	1039637	who is the ceo of windows?	53
1037496	who is rep scalise?	1007255	which committee staff member would be responsible for online publicity regarding the action of their committee?	54
1037496	who is rep scalise?	1057052	who was unabomber?	55
1037496	who is rep scalise?	422471	is reus a left wing or left mid	56
1037496	who is rep scalise?	1036960	who is paul stallings attorney?	57
1037496	who is rep scalise?	1037495	who is rep issa	58
1037496	who is rep scalise?	1075266	why was rudolf hess never released	59
1037496	who is rep scalise?	1041819	who is the special representative of the secretary-general for the unami	60
1037496	who is rep scalise?	1073846	why reince priebus was fired	61
1037496	who is rep scalise?	1138817	who is arianne zucker	62
1037496	who is rep scalise?	1138777	who is bill hybels	63
1037496	who is rep scalise?	1039890	who is the current speaker	64
1037496	who is rep scalise?	1031639	who is conway stern	65
1037496	who is rep scalise?	334568	how old is carl reiner	66
1037496	who is rep scalise?	1041695	who is the sec cbs commentator	67
1037496	who is rep scalise?	917631	what war was the hessians against the american	68
1037496	who is rep scalise?	1056574	who was the man that wrote books and was a great conservative debatter	69
1037496	who is rep scalise?	1030611	who is bill spieler?	70
1037496	who is rep scalise?	1054292	who was in charge in renaissance italy	71
1037496	who is rep scalise?	1138399	who is paul sabella?	72
1037496	who is rep scalise?	1034534	who is jon garfield reis	73
1037496	who is rep scalise?	116603	default layout manager for jframe	74
1037496	who is rep scalise?	1056296	who was the first woman to run for vice president on a major party ticket?	75
1037496	who is rep scalise?	743448	what is emax seating	76
1037496	who is rep scalise?	1022825	which war did augustus underwood serve in?	77
1037496	who is rep scalise?	499712	so what is the term for supreme court justices?	78
1037496	who is rep scalise?	1041816	who is the speaker of the house for the united states?	79
1037496	who is rep scalise?	280528	how many current justices are there	80
1037496	who is rep scalise?	1163264	what did johannes kepler do as a scientist	81
1037496	who is rep scalise?	114108	current supreme court justices salary	82
1037496	who is rep scalise?	869940	what kind of person is most likely to hold a left-wing political ideology?	83
1037496	who is rep scalise?	27605	associate vice president deutsche bank	84
1037496	who is rep scalise?	1034641	who is judith resnik	85
1037496	who is rep scalise?	921738	what was the name of the teacher who was chosen to go on the challenger	86
1037496	who is rep scalise?	1034585	who is joseph lister	87
1037496	who is rep scalise?	1056275	who was the first woman to be appointed on the supreme court	88
1037496	who is rep scalise?	1037492	who is renee graziano	89
1037496	who is rep scalise?	1038486	who is sitting us senator	90
1037496	who is rep scalise?	1049357	who runs tesla	91
1037496	who is rep scalise?	1055837	who was the first african american supreme court judge	92
1037496	who is rep scalise?	1033800	who is insider	93
1037496	who is rep scalise?	821179	what is the fee for a congressman to be the head of a committee?	94
1037496	who is rep scalise?	1034569	who is jordan spieth new caddy	95
1037496	who is rep scalise?	1041817	who is the speaker of the us house	96
1037496	who is rep scalise?	1040184	who is the fbla president	97
1037496	who is rep scalise?	619042	what did georges cuvier propose?	98
1037496	who is rep scalise?	2060	Arnold Schwarzenegger Son	99
1037496	who is rep scalise?	1138776	who is bill nye?	100
1043135	who killed nicholas ii of russia	1074692	why was ambassador stevens killed	1
1043135	who killed nicholas ii of russia	1063060	why did putin hand over the presidency to medvedev	2
1043135	who killed nicholas ii of russia	212709	how did Ambassador Chris Stevens die?	3
1043135	who killed nicholas ii of russia	892135	what russian died lately	4
1043135	who killed nicholas ii of russia	892137	what russian leader significantly altered political	5
1043135	who killed nicholas ii of russia	1050566	who shot john f kennedy and why	6
1043135	who killed nicholas ii of russia	969039	where did napoleon die?	7
1043135	who killed nicholas ii of russia	1053192	who was accused of firing the shots that killed president kennedy?	8
1043135	who killed nicholas ii of russia	421991	is putin a murderer	9
1043135	who killed nicholas ii of russia	1159225	what happened to grinkov?	10
1043135	who killed nicholas ii of russia	1048891	who poisoned emperor augustus	11
1043135	who killed nicholas ii of russia	160610	do you know who is marcus fenix?	12
1043135	who killed nicholas ii of russia	1054562	who was john f. kennedy murdered by	13
1043135	who killed nicholas ii of russia	1024600	who attacked scott baio	14
1043135	who killed nicholas ii of russia	213819	how did john f kennedy jr die	15
1043135	who killed nicholas ii of russia	620302	what did the pope do to napoleon	16
1043135	who killed nicholas ii of russia	1007261	which communist leader was known for brutal policies that led to the death of million russians	17
1043135	who killed nicholas ii of russia	890456	what reason did yurovsky give nicholas ii for his pending execution?	18
1043135	who killed nicholas ii of russia	214444	how did raymond william pluschau jr. die?	19
1043135	who killed nicholas ii of russia	144389	did lee harvey oswald die	20
1043135	who killed nicholas ii of russia	914317	what type of rifle did oswald use	21
1043135	who killed nicholas ii of russia	1043129	who killed jfk	22
1043135	who killed nicholas ii of russia	1075257	why was robert kennedy assassinated	23
1043135	who killed nicholas ii of russia	518308	the president that was assassinated	24
1043135	who killed nicholas ii of russia	212795	how did ambassador stevens die in benghazi	25
1043135	who killed nicholas ii of russia	958671	when was m.l.k assassinated	26
1043135	who killed nicholas ii of russia	958353	when was john kennedy assassinated	27
1043135	who killed nicholas ii of russia	968290	where did alexander hamilton get shot	28
1043135	who killed nicholas ii of russia	213524	how did gregory artuso die	29
1043135	who killed nicholas ii of russia	1035906	who is matt ruscigno	30
1043135	who killed nicholas ii of russia	1002675	where was jfk shot on his body	31
1043135	who killed nicholas ii of russia	1061889	why cia killed john garang	32
1043135	who killed nicholas ii of russia	143252	did alexander the great die in india	33
1043135	who killed nicholas ii of russia	619637	what did ricci martin die from	34
1043135	who killed nicholas ii of russia	1038293	who is sergei polunin	35
1043135	who killed nicholas ii of russia	1026468	who did kennedy have killed	36
1043135	who killed nicholas ii of russia	1056801	who was the russian leaders	37
1043135	who killed nicholas ii of russia	466539	number of dead russian in wwii	38
1043135	who killed nicholas ii of russia	892139	what russian tactic was used against french	39
1043135	who killed nicholas ii of russia	143897	did francis of assisi die from leprosy	40
1043135	who killed nicholas ii of russia	975617	where in italy was affair to remember shot?	41
1043135	who killed nicholas ii of russia	295983	how many soldiers were killed at the siege of petersburg	42
1043135	who killed nicholas ii of russia	1002556	where was hostile shot	43
1043135	who killed nicholas ii of russia	435930	largest bear shot in russia	44
1043135	who killed nicholas ii of russia	214474	how did richard dwyer survive the shooting	45
1043135	who killed nicholas ii of russia	1063617	why did the russian revolution occur	46
1043135	who killed nicholas ii of russia	539910	was dr martin luther king jr assassinated	47
1043135	who killed nicholas ii of russia	939272	when did john f kennedy die	48
1043135	who killed nicholas ii of russia	1002676	where was jfk shot on the body	49
1043135	who killed nicholas ii of russia	1054988	who was murdered on the ides of march?	50
1043135	who killed nicholas ii of russia	212774	how did albert desalvo die	51
1043135	who killed nicholas ii of russia	620398	what did the treaty of brest-litovsk do	52
1043135	who killed nicholas ii of russia	234663	how frank alexander died	53
1043135	who killed nicholas ii of russia	214493	how did robert f kennedy die	54
1043135	who killed nicholas ii of russia	1043143	who killed the president in shooter	55
1043135	who killed nicholas ii of russia	186186	fegli what is considered accidental death	56
1043135	who killed nicholas ii of russia	997462	where is the russian saint innocent buried	57
1043135	who killed nicholas ii of russia	338361	how rasputin was killed	58
1043135	who killed nicholas ii of russia	144333	did kennedy die	59
1043135	who killed nicholas ii of russia	1137390	who was named the first czar of russia?	60
1043135	who killed nicholas ii of russia	1073259	why jfk died	61
1043135	who killed nicholas ii of russia	338754	how shot jfk	62
1043135	who killed nicholas ii of russia	1056134	who was the first president of independent russia	63
1043135	who killed nicholas ii of russia	1012529	which kennedy died	64
1043135	who killed nicholas ii of russia	1023669	who appointed john paul stevens	65
1043135	who killed nicholas ii of russia	512838	temperature st. petersburg russia	66
1043135	who killed nicholas ii of russia	1068868	why hasn't the russian ambassador been expelled?	67
1043135	who killed nicholas ii of russia	1138698	who is czar nicholas ii	68
1043135	who killed nicholas ii of russia	616376	what date was  john f kennedy assassinated	69
1043135	who killed nicholas ii of russia	1137247	who was the shooter?	70
1043135	who killed nicholas ii of russia	1137550	who used sistrum	71
1043135	who killed nicholas ii of russia	1056187	who was the first russian in space	72
1043135	who killed nicholas ii of russia	431031	is vladimir putin feared	73
1043135	who killed nicholas ii of russia	926678	what year did president kennedy get shot	74
1043135	who killed nicholas ii of russia	87408	causes of marcus gunn pupil	75
1043135	who killed nicholas ii of russia	1028425	who hit the siblings that left the brother dead in st petersburg fla	76
1043135	who killed nicholas ii of russia	1056462	who was the kaiser	77
1043135	who killed nicholas ii of russia	968296	where did alexander the great die	78
1043135	who killed nicholas ii of russia	144198	did jfk die from the throat shot	79
1043135	who killed nicholas ii of russia	770717	what is medix	80
1043135	who killed nicholas ii of russia	213953	how did lafayette actor die	81
1043135	who killed nicholas ii of russia	886579	what person shot president	82
1043135	who killed nicholas ii of russia	214441	how did raphael die	83
1043135	who killed nicholas ii of russia	927920	what year was kennedy shot?	84
1043135	who killed nicholas ii of russia	1057574	who were the presidents assassinated	85
1043135	who killed nicholas ii of russia	1056490	who was the last russian president	86
1043135	who killed nicholas ii of russia	924416	what were the total russian casualties ww1	87
1043135	who killed nicholas ii of russia	958308	when was jfk shot	88
1043135	who killed nicholas ii of russia	1053688	who was cosimo de medici's father	89
1043135	who killed nicholas ii of russia	1053134	who wanted jfk killed	90
1043135	who killed nicholas ii of russia	1074927	why was grigori rasputin killed	91
1043135	who killed nicholas ii of russia	1056194	who was the first secretary of state that got shot?	92
1043135	who killed nicholas ii of russia	1027662	who fired the first shot at fort sumter	93
1043135	who killed nicholas ii of russia	193058	galileo how did he die	94
1043135	who killed nicholas ii of russia	919722	what was the cause of death for christopher stasiak	95
1043135	who killed nicholas ii of russia	144823	did president kennedy die instantly	96
1043135	who killed nicholas ii of russia	512650	temperature of petersburg	97
1043135	who killed nicholas ii of russia	300015	how many were injured in the boston massacre	98
1043135	who killed nicholas ii of russia	1010284	which greek philosopher died of poison	99
1043135	who killed nicholas ii of russia	1055333	who was responsible for jesus death	100
1045109	who owns barnhart crane	1045356	who owns guinness beer	1
1045109	who owns barnhart crane	1045151	who owns brookfield place in nyc	2
1045109	who owns barnhart crane	1045659	who owns potbelly	3
1045109	who owns barnhart crane	997547	where is the sears holding corp located	4
1045109	who owns barnhart crane	903290	what the company inside sears	5
1045109	who owns barnhart crane	1045201	who owns club handy	6
1045109	who owns barnhart crane	1137862	who owns glen grant distillery	7
1045109	who owns barnhart crane	1078147	wilson homes corporate office in fresno	8
1045109	who owns barnhart crane	1137878	who owns arm & hammer records	9
1045109	who owns barnhart crane	1045384	who owns howe furniture	10
1045109	who owns barnhart crane	1045738	who owns sears tower	11
1045109	who owns barnhart crane	599645	what company owns smithfield?	12
1045109	who owns barnhart crane	1000343	where is woodlea estate rockbank	13
1045109	who owns barnhart crane	1023953	who are sears and roebuck?	14
1045109	who owns barnhart crane	722382	what is barnwell industries	15
1045109	who owns barnhart crane	1045533	who owns moe's	16
1045109	who owns barnhart crane	1045122	who owns beer companies	17
1045109	who owns barnhart crane	1026119	who designed the original brookview clubhouse in golden valley, mn?	18
1045109	who owns barnhart crane	1045030	who owned mervyn's	19
1045109	who owns barnhart crane	1045616	who owns panama canal	20
1045109	who owns barnhart crane	1045400	who owns infinity ward	21
1045109	who owns barnhart crane	1045121	who owns beechcraft corporation	22
1045109	who owns barnhart crane	1045933	who owns the un building	23
1045109	who owns barnhart crane	1043418	who made sears and roebuck cookware	24
1045109	who owns barnhart crane	1045792	who owns stereogum	25
1045109	who owns barnhart crane	295668	how many shares does lambert own sears	26
1045109	who owns barnhart crane	1045031	who owned mervyns	27
1045109	who owns barnhart crane	1045120	who owns beach on oneida lake ny	28
1045109	who owns barnhart crane	1045351	who owns goose island beer company?	29
1045109	who owns barnhart crane	1045969	who owns trader joe's	30
1045109	who owns barnhart crane	411469	is grady privately owned?	31
1045109	who owns barnhart crane	1045723	who owns rubbermaid	32
1045109	who owns barnhart crane	753853	what is hayneedle company	33
1045109	who owns barnhart crane	1045795	who owns stonyfield farms	34
1045109	who owns barnhart crane	429826	is trader joe's owned by aldi	35
1045109	who owns barnhart crane	1045531	who owns milwaukee tools	36
1045109	who owns barnhart crane	1045039	who owned the brewers	37
1045109	who owns barnhart crane	1056699	who was the owner of duff's bar in denver	38
1045109	who owns barnhart crane	1045231	who owns company in company	39
1045109	who owns barnhart crane	1043677	who made ward tractors	40
1045109	who owns barnhart crane	1057306	who were sears and roebuck	41
1045109	who owns barnhart crane	1024778	who bought the old rocktenn headquarters	42
1045109	who owns barnhart crane	1006357	which brewer owns modelo	43
1045109	who owns barnhart crane	958064	when was horseshoe hammond built	44
1045109	who owns barnhart crane	1045749	who owns shari's berries	45
1045109	who owns barnhart crane	1030184	who is armie hammer?	46
1045109	who owns barnhart crane	374881	how to rebuild tap holder	47
1045109	who owns barnhart crane	599419	what company does marty lagina own	48
1045109	who owns barnhart crane	599357	what companies are owned by black and decker	49
1045109	who owns barnhart crane	1046032	who owns w hotel	50
1045109	who owns barnhart crane	1045886	who owns the milwaukee brewers	51
1045109	who owns barnhart crane	500830	southpark meadows owners	52
1045109	who owns barnhart crane	1045732	who owns schaefer beer	53
1045109	who owns barnhart crane	959747	when was sears founded	54
1045109	who owns barnhart crane	599663	what company owns villagio cw llc	55
1045109	who owns barnhart crane	1046045	who owns warwick hotels	56
1045109	who owns barnhart crane	1044520	who makes yoohoo	57
1045109	who owns barnhart crane	1045360	who owns hair cuttery	58
1045109	who owns barnhart crane	599575	what company makes roper washer?	59
1045109	who owns barnhart crane	420099	is otis elevator a corporation	60
1045109	who owns barnhart crane	445784	marysville kansas sonic owner	61
1045109	who owns barnhart crane	1045197	who owns cliff bars	62
1045109	who owns barnhart crane	1045480	who owns lipton	63
1045109	who owns barnhart crane	1044218	who makes poulan riding lawn mower	64
1045109	who owns barnhart crane	884307	what parent company is kenmore	65
1045109	who owns barnhart crane	1040922	who is the maker of poulan mowers	66
1045109	who owns barnhart crane	1045433	who owns keystone construction inc?	67
1045109	who owns barnhart crane	1164277	what company makes roper washers?	68
1045109	who owns barnhart crane	1043806	who makes brute lawn mowers	69
1045109	who owns barnhart crane	1043917	who makes exmark mowers	70
1045109	who owns barnhart crane	978790	where is broomfield?	71
1045109	who owns barnhart crane	800075	what is stonebridge llama farm	72
1045109	who owns barnhart crane	1024347	who are the owners of costco	73
1045109	who owns barnhart crane	1046043	who owns wapsie pines	74
1045109	who owns barnhart crane	1081737	youtube how to restor an old barns	75
1045109	who owns barnhart crane	878970	what mortgage company did homebridge purchase	76
1045109	who owns barnhart crane	1026426	who did huron consulting buy	77
1045109	who owns barnhart crane	516402	the homestead waco	78
1045109	who owns barnhart crane	1043797	who makes bolens riding mowers	79
1045109	who owns barnhart crane	1044607	who manufactures toro lawn mowers	80
1045109	who owns barnhart crane	1045521	who owns menards	81
1045109	who owns barnhart crane	1046077	who owns woodstock land and cattle company	82
1045109	who owns barnhart crane	1045247	who owns cross bar ranch florida	83
1045109	who owns barnhart crane	1045710	who owns rolls royce	84
1045109	who owns barnhart crane	1024724	who bought ballast point brewery	85
1045109	who owns barnhart crane	1045611	who owns oxygen network	86
1045109	who owns barnhart crane	965052	where are branson tractors built	87
1045109	who owns barnhart crane	401897	is aldi's owned by trader  joe's	88
1045109	who owns barnhart crane	1044569	who manufactures hay presses	89
1045109	who owns barnhart crane	1045667	who owns primo beer co	90
1045109	who owns barnhart crane	1045148	who owns boston beer company	91
1045109	who owns barnhart crane	1045473	who owns lawn company and boise, idaho	92
1045109	who owns barnhart crane	981575	where is double h ranch owned by herman mass	93
1045109	who owns barnhart crane	420168	is oxy ceo holub in trouble	94
1045109	who owns barnhart crane	540681	was sessions family plantation owners	95
1045109	who owns barnhart crane	198299	hancock properties inc	96
1045109	who owns barnhart crane	521605	times union albany ceo price chopper	97
1045109	who owns barnhart crane	875923	what makes up fairway club set	98
1045109	who owns barnhart crane	599414	what company does allergan owns	99
1045109	who owns barnhart crane	599632	what company owns jim beam	100
1049519	who said no one can make you feel inferior	1040042	who is the faceless man	1
1049519	who said no one can make you feel inferior	627860	what does I can't feel my face mean	2
1049519	who said no one can make you feel inferior	1049523	who said none is do blind than he who refuses to see	3
1049519	who said no one can make you feel inferior	1017997	which president was fat and had to fix a tub	4
1049519	who said no one can make you feel inferior	1049525	who said nothing is so exhilarating as to be shot at without result	5
1049519	who said no one can make you feel inferior	198817	has accutane ever not worked	6
1049519	who said no one can make you feel inferior	1010981	which inventor created an image of himself as a dead man	7
1049519	who said no one can make you feel inferior	1037098	who is pierre volta?	8
1049519	who said no one can make you feel inferior	1080192	would actor george hamilton be considered as flamboyant	9
1049519	who said no one can make you feel inferior	145605	did thomas jefferson say absolute power corrupts absolutely	10
1049519	who said no one can make you feel inferior	707348	what is accommodative insufficiency	11
1049519	who said no one can make you feel inferior	77353	can you feel a chin implant	12
1049519	who said no one can make you feel inferior	18659	another cynical philosopher was metrocles. what did he once do to prove that embarassment is not a deadly thing?	13
1049519	who said no one can make you feel inferior	520047	those who give up liberty ben franklin	14
1049519	who said no one can make you feel inferior	1011789	which is not true of antonio gramsci?	15
1049519	who said no one can make you feel inferior	1012906	which leader did trump not shake hands with	16
1049519	who said no one can make you feel inferior	1049524	who said nothing is free	17
1049519	who said no one can make you feel inferior	918851	what was montag willing to do to convince	18
1049519	who said no one can make you feel inferior	888214	what president said those who deny freedom to others deserve it not for themselves?	19
1049519	who said no one can make you feel inferior	1020666	which superhero was created by same person make the modern-day lie detector test?	20
1049519	who said no one can make you feel inferior	1028707	who invented g body	21
1049519	who said no one can make you feel inferior	1052575	who started art deco	22
1049519	who said no one can make you feel inferior	948855	when fdr said there was nothing to fear	23
1049519	who said no one can make you feel inferior	1010858	which individual was not an abolitionist	24
1049519	who said no one can make you feel inferior	1025324	who coined the term inferiority complex	25
1049519	who said no one can make you feel inferior	143846	did eric andre interview trump	26
1049519	who said no one can make you feel inferior	112207	cpt code for refusal of weight	27
1049519	who said no one can make you feel inferior	145607	did thomas jefferson treat everyone equal	28
1049519	who said no one can make you feel inferior	97344	constipation face	29
1049519	who said no one can make you feel inferior	143758	did donald trump faint while giving speech	30
1049519	who said no one can make you feel inferior	886572	what person gave statue of liberty	31
1049519	who said no one can make you feel inferior	55784	boxer who said impossible is nothing	32
1049519	who said no one can make you feel inferior	909442	what trump said about luciano pavarotti	33
1049519	who said no one can make you feel inferior	1062328	why did deaf president now happen	34
1049519	who said no one can make you feel inferior	1017871	which president installed a hot tub in the white house?	35
1049519	who said no one can make you feel inferior	179821	elvis presley the twelfth of never	36
1049519	who said no one can make you feel inferior	1073559	why narcissistic silent treatment	37
1049519	who said no one can make you feel inferior	928880	what years did baron de montesquieu lived	38
1049519	who said no one can make you feel inferior	670465	what impact did the society in which montag lived in had on him	39
1049519	who said no one can make you feel inferior	962036	when was the phrase give us your poor added to the statue of liberty	40
1049519	who said no one can make you feel inferior	1062872	why did montag want faber to turn on the air	41
1049519	who said no one can make you feel inferior	1024618	who authored the quote from every mountain side let freedom ring. why when	42
1049519	who said no one can make you feel inferior	1054792	who was louis braille	43
1049519	who said no one can make you feel inferior	179830	elvis presley's mental health	44
1049519	who said no one can make you feel inferior	145673	did trump say he could be so presidential	45
1049519	who said no one can make you feel inferior	143530	did carver invent face cream	46
1049519	who said no one can make you feel inferior	939729	when did men gain the nationwide right to toplessness	47
